Home Win/Loss,Home Team Streak,Away Team Streak,record_home,record_away,fg_pct_home Rolling Avg,fg_pct_away Rolling Avg,fg3_pct_home Rolling Avg,fg3_pct_away Rolling Avg,ft_pct_home Rolling Avg,ft_pct_away Rolling Avg,reb_home Rolling Avg,reb_away Rolling Avg,ast_home Rolling Avg,ast_away Rolling Avg,stl_home Rolling Avg,stl_away Rolling Avg,blk_home Rolling Avg,blk_away Rolling Avg,tov_home Rolling Avg,tov_away Rolling Avg,plus_minus_home Rolling Avg,plus_minus_away Rolling Avg
W,2.0,0.0,0.48936170212765956,0.6888888888888889,0.445,0.4948,0.3946,0.4154,0.7726,0.7286,45.6,51.6,29.2,25.2,6.2,8.2,4.0,7.2,17.0,12.6,-10.8,10.8
W,0.0,3.0,0.3695652173913043,0.7446808510638298,0.4852,0.4582,0.3834,0.386,0.7868,0.8816,39.4,49.0,23.6,27.6,7.0,6.4,4.4,5.4,14.0,13.0,-2.2,8.8
L,0.0,0.0,0.25,0.6304347826086957,0.466,0.46440000000000003,0.3534,0.42560000000000003,0.7884,0.8030000000000002,38.6,38.0,24.2,25.2,7.4,6.8,4.4,3.2,14.0,12.6,-10.2,-2.6
W,0.0,0.0,0.5777777777777777,0.6739130434782609,0.5222,0.4788,0.39540000000000003,0.357,0.8112,0.7333999999999999,42.6,50.6,26.8,27.0,5.0,8.6,4.4,6.4,11.0,13.8,9.2,9.2
W,0.0,2.0,0.21739130434782608,0.5,0.48019999999999996,0.5002,0.321,0.395,0.6894,0.8196,44.8,35.0,23.6,25.4,5.2,9.8,5.6,7.0,17.2,13.4,-13.6,2.8
W,0.0,0.0,0.45652173913043476,0.30434782608695654,0.4654,0.4784,0.3478,0.3634,0.8789999999999999,0.755,41.0,42.8,25.2,28.6,4.4,5.8,4.8,4.4,12.2,12.0,1.2,-9.4
W,1.0,0.0,0.4666666666666667,0.5106382978723404,0.4828,0.5551999999999999,0.3316,0.442,0.8013999999999999,0.8873999999999999,41.8,36.4,23.4,25.0,8.6,6.6,4.2,4.2,12.0,13.0,1.4,7.6
W,0.0,0.0,0.4897959183673469,0.2765957446808511,0.477,0.492,0.4,0.3482,0.7682,0.7714000000000001,49.4,39.8,22.0,25.8,4.8,8.2,6.0,4.2,14.6,12.0,3.2,-5.8
W,0.0,2.0,0.4791666666666667,0.4782608695652174,0.42219999999999996,0.4848,0.3348,0.3278,0.8246,0.8062000000000001,44.2,42.8,24.6,25.2,7.4,10.0,5.8,4.6,19.2,12.6,-15.8,5.2
W,3.0,0.0,0.5,0.2708333333333333,0.44699999999999995,0.475,0.4126,0.2944,0.7978,0.7718,44.8,39.8,28.6,24.8,7.4,8.6,4.6,4.6,16.4,10.6,-4.6,-7.4
L,1.0,0.0,0.46808510638297873,0.5102040816326531,0.501,0.502,0.3276,0.4394,0.7974,0.7698,42.2,41.0,24.8,23.0,5.8,5.6,5.2,4.4,8.6,13.8,2.4,1.4
W,0.0,1.0,0.5208333333333334,0.6041666666666666,0.4748,0.509,0.36619999999999997,0.3612,0.746,0.7628,47.2,41.2,21.0,26.4,4.8,6.0,4.4,4.8,11.6,15.2,-4.8,1.4
L,0.0,0.0,0.5531914893617021,0.7021276595744681,0.4766,0.5242,0.34219999999999995,0.383,0.7224,0.6607999999999999,38.8,39.4,27.0,30.2,9.4,10.2,3.2,4.4,17.6,14.2,-9.4,7.4
L,0.0,1.0,0.5208333333333334,0.43478260869565216,0.48200000000000004,0.46340000000000003,0.4074,0.3848,0.709,0.8253999999999999,34.0,47.2,24.2,26.4,4.4,5.2,2.4,4.6,11.2,12.4,-6.2,4.2
W,1.0,0.0,0.5416666666666666,0.7291666666666666,0.4896,0.44960000000000006,0.30720000000000003,0.3976,0.8177999999999999,0.8506,43.2,46.8,23.2,27.8,9.8,6.6,2.2,5.0,15.2,13.8,2.6,3.6
L,1.0,1.0,0.5869565217391305,0.4375,0.5242,0.4742,0.40540000000000004,0.395,0.8246,0.7428,44.0,43.2,27.4,23.6,5.0,8.4,3.8,7.2,13.2,10.6,10.8,-0.2
W,0.0,0.0,0.48936170212765956,0.6595744680851063,0.4666,0.45,0.42160000000000003,0.34859999999999997,0.7838,0.7362,43.4,47.8,28.8,26.2,8.6,9.2,3.6,5.4,16.2,13.6,-1.2,-1.0
W,1.0,1.0,0.46808510638297873,0.5,0.47359999999999997,0.4856,0.386,0.41719999999999996,0.8426,0.7924,38.8,46.8,25.2,24.0,5.2,4.6,4.8,4.6,11.8,13.0,1.8,6.0
W,0.0,0.0,0.4583333333333333,0.2978723404255319,0.479,0.4894,0.3476,0.3948,0.7686,0.7522,41.0,41.2,23.4,28.0,6.6,5.8,4.8,3.0,7.8,12.6,-1.0,-12.2
L,1.0,1.0,0.23404255319148937,0.44680851063829785,0.4856,0.472,0.3296,0.39740000000000003,0.6948000000000001,0.8193999999999999,47.4,45.0,23.8,27.8,5.4,5.6,5.8,4.6,18.8,11.0,-7.6,3.8
W,0.0,0.0,0.6382978723404256,0.7083333333333334,0.4962000000000001,0.514,0.4368,0.383,0.8112,0.7093999999999999,40.2,38.0,28.8,29.2,7.0,9.8,4.0,4.4,14.2,13.4,2.6,7.0
W,1.0,1.0,0.3829787234042553,0.4897959183673469,0.485,0.4332,0.3898,0.34199999999999997,0.7602,0.8032,40.4,43.4,24.2,24.2,7.0,8.2,4.6,6.2,13.0,16.8,0.2,-11.0
L,0.0,0.0,0.48936170212765956,0.5,0.47859999999999997,0.5446,0.362,0.42119999999999996,0.7812,0.825,44.8,37.0,25.2,26.0,7.4,6.6,5.2,4.2,11.2,14.4,8.2,3.2
W,0.0,0.0,0.6521739130434783,0.6304347826086957,0.5044000000000001,0.491,0.38899999999999996,0.3608,0.8130000000000001,0.6804,39.4,43.6,25.6,25.8,6.4,7.0,5.4,6.8,12.6,15.4,4.8,-1.6
L,0.0,0.0,0.5416666666666666,0.4897959183673469,0.46840000000000004,0.47780000000000006,0.3096,0.40700000000000003,0.7524,0.8183999999999999,37.8,37.0,24.8,24.8,9.0,9.4,3.2,7.4,17.4,14.2,-10.8,0.2
L,0.0,1.0,0.7142857142857143,0.5306122448979592,0.441,0.4824,0.3886,0.3892,0.8262,0.7182000000000001,46.4,45.2,25.0,22.6,6.0,5.0,5.4,3.8,15.8,13.4,-0.2,-7.0
L,4.0,0.0,0.5102040816326531,0.5102040816326531,0.4516,0.4828,0.40359999999999996,0.37839999999999996,0.8158,0.7624,47.2,36.6,30.6,23.4,6.0,4.8,6.0,2.2,16.2,10.8,2.6,-3.0
W,0.0,0.0,0.52,0.2916666666666667,0.5187999999999999,0.47379999999999994,0.4518,0.369,0.787,0.783,41.6,43.2,23.8,27.2,3.8,6.8,5.0,2.8,13.4,12.4,0.8,-7.8
L,0.0,0.0,0.22916666666666666,0.5918367346938775,0.48179999999999995,0.5036,0.3202,0.37679999999999997,0.687,0.7264,51.0,41.4,25.2,27.4,4.8,6.6,6.6,5.2,17.6,14.0,-4.4,2.6
W,0.0,0.0,0.2653061224489796,0.46808510638297873,0.46299999999999997,0.4894,0.2832,0.3074,0.7478,0.8248000000000001,38.6,44.0,24.4,25.8,10.0,9.6,5.2,4.4,11.2,13.4,-10.4,4.6
L,0.0,0.0,0.6170212765957447,0.24489795918367346,0.5342,0.484,0.4098,0.3628,0.7096,0.7767999999999999,39.6,41.6,26.8,24.8,6.8,7.6,6.2,4.0,15.4,15.8,-0.4,-8.0
W,0.0,0.0,0.4791666666666667,0.6,0.48040000000000005,0.49800000000000005,0.38360000000000005,0.396,0.746,0.7323999999999999,43.0,40.0,27.0,28.8,7.4,8.0,4.4,5.2,11.4,13.0,4.4,4.2
L,0.0,1.0,0.48,0.6458333333333334,0.4272,0.51,0.3328,0.44420000000000004,0.7752000000000001,0.8206,42.4,43.6,23.4,26.8,9.8,7.8,6.2,5.0,17.0,16.8,-9.6,7.4
W,0.0,0.0,0.5,0.6458333333333334,0.48440000000000005,0.4391999999999999,0.395,0.3268,0.7946,0.7168,36.0,44.8,23.8,25.6,9.2,9.6,7.2,4.8,14.8,14.2,2.2,-7.4
W,2.0,2.0,0.5510204081632653,0.3958333333333333,0.4586,0.5096,0.27999999999999997,0.4192,0.8078,0.7872,43.2,39.2,24.0,26.4,9.4,6.0,2.0,5.4,14.6,13.6,0.0,2.2
W,1.0,1.0,0.5,0.4489795918367347,0.46900000000000003,0.49400000000000005,0.42679999999999996,0.396,0.8046,0.7198,44.2,43.0,28.4,23.8,8.8,9.2,3.8,6.4,16.0,11.4,2.0,3.0
W,1.0,0.0,0.5098039215686274,0.574468085106383,0.483,0.5098,0.3942,0.39320000000000005,0.7708,0.8492000000000001,37.8,43.2,24.8,28.4,10.4,5.2,6.4,3.8,15.0,15.8,5.2,4.6
L,0.0,1.0,0.5102040816326531,0.5294117647058824,0.5452,0.5356,0.4008,0.476,0.819,0.7794000000000001,40.6,42.4,25.8,25.0,5.8,4.8,4.4,5.8,14.6,10.6,2.6,10.4
W,1.0,0.0,0.6595744680851063,0.6938775510204082,0.517,0.49240000000000006,0.39659999999999995,0.379,0.8458,0.6952,39.2,39.8,26.2,27.0,7.4,10.0,5.2,4.2,13.2,14.8,5.4,3.6
W,0.0,1.0,0.6041666666666666,0.54,0.5416000000000001,0.48919999999999997,0.45220000000000005,0.3996,0.705,0.7234,37.8,44.4,27.2,22.6,5.8,5.4,5.8,3.8,14.4,13.0,-0.4,-6.0
L,0.0,0.0,0.3877551020408163,0.4583333333333333,0.5076,0.4814,0.44160000000000005,0.2762,0.7971999999999999,0.805,39.4,44.2,25.8,23.0,5.6,9.8,5.6,3.8,15.0,12.8,1.8,4.4
L,0.0,1.0,0.5306122448979592,0.4583333333333333,0.454,0.4742,0.2988,0.3986,0.7502,0.799,40.6,44.6,24.6,29.6,8.0,7.6,4.4,5.2,17.0,11.0,-10.6,5.6
L,0.0,0.0,0.2857142857142857,0.5,0.4608,0.44539999999999996,0.3586,0.4242,0.7816,0.7764,43.6,49.8,26.6,28.8,7.0,6.0,2.4,6.4,13.2,15.0,-12.8,7.8
W,0.0,0.0,0.49019607843137253,0.52,0.4944,0.47640000000000005,0.4548,0.3882,0.7605999999999999,0.7415999999999999,44.2,37.4,26.4,21.2,4.6,4.8,4.4,2.4,13.2,10.8,4.2,1.2
L,0.0,0.0,0.26,0.22448979591836735,0.465,0.4864,0.33799999999999997,0.2944,0.7966,0.6586000000000001,43.6,50.6,24.2,24.4,8.0,5.8,3.6,6.4,14.6,20.4,-9.8,-6.4
W,0.0,1.0,0.7,0.46938775510204084,0.4242,0.46020000000000005,0.3652,0.33540000000000003,0.7994,0.7506,47.8,44.4,22.6,23.8,6.6,8.2,5.4,5.6,16.0,11.4,-3.2,-0.8
L,2.0,0.0,0.4791666666666667,0.44,0.487,0.49400000000000005,0.4032,0.39459999999999995,0.833,0.7176,38.8,42.2,24.8,24.6,6.4,8.8,4.4,6.2,12.2,11.6,0.4,2.2
W,0.0,0.0,0.6326530612244898,0.47058823529411764,0.43019999999999997,0.4544,0.3104,0.3388,0.7398,0.7846,45.8,40.4,25.6,23.2,10.4,10.0,3.8,5.0,16.8,14.8,-9.8,-7.6
W,1.0,3.0,0.28,0.56,0.4646,0.45380000000000004,0.2432,0.28900000000000003,0.7622,0.787,41.4,42.4,24.0,23.6,10.2,9.2,5.8,1.8,13.4,13.6,-5.0,2.6
W,0.0,1.0,0.5882352941176471,0.5384615384615384,0.4842000000000001,0.5602,0.3598,0.4852,0.7545999999999999,0.825,38.0,39.8,28.4,25.4,9.0,5.6,4.8,5.6,11.2,10.8,2.0,16.4
W,1.0,0.0,0.6530612244897959,0.52,0.5108,0.4462,0.42800000000000005,0.26739999999999997,0.7698,0.807,45.4,41.4,26.8,23.4,8.2,8.8,5.4,5.4,17.2,15.4,6.8,-7.4
W,0.0,0.0,0.46938775510204084,0.5,0.5006,0.526,0.39659999999999995,0.35259999999999997,0.7976,0.789,37.2,43.0,24.2,25.0,6.4,6.8,4.8,4.0,12.0,14.0,-1.4,-0.4
L,2.0,0.0,0.6666666666666666,0.38,0.5192,0.5024,0.4288,0.413,0.8214,0.7624,39.4,38.2,26.6,26.0,8.8,6.2,4.2,4.6,13.4,14.6,6.6,-4.6
W,0.0,0.0,0.5098039215686274,0.45098039215686275,0.4506,0.49260000000000004,0.4122,0.3612,0.7936,0.7582,50.4,43.6,29.0,24.2,6.6,8.4,7.0,5.6,13.6,10.0,8.8,6.2
W,1.0,0.0,0.6122448979591837,0.46,0.5426,0.4532,0.47759999999999997,0.3278,0.6992,0.745,38.0,46.6,28.0,24.6,4.8,7.2,5.2,5.0,13.6,12.4,2.0,-0.6
W,0.0,0.0,0.5098039215686274,0.2549019607843137,0.45920000000000005,0.461,0.3902,0.365,0.7327999999999999,0.8098000000000001,37.4,42.2,21.2,24.8,5.2,8.6,2.4,4.0,10.4,15.2,1.2,-9.2
L,1.0,2.0,0.4897959183673469,0.5102040816326531,0.4968,0.4812,0.41740000000000005,0.4288,0.7682,0.7702,42.2,44.2,26.6,30.8,7.4,8.2,3.4,3.8,12.6,16.4,4.8,2.6
L,2.0,0.0,0.5192307692307693,0.5625,0.4868,0.5012000000000001,0.40099999999999997,0.38780000000000003,0.7405999999999999,0.8436,39.2,41.0,23.6,28.4,9.0,5.6,5.8,2.8,16.0,15.4,6.2,2.2
L,0.0,1.0,0.28,0.46938775510204084,0.4726,0.4676,0.38639999999999997,0.3798,0.7442,0.7767999999999999,43.4,48.0,28.4,27.0,5.8,7.2,2.4,6.4,12.6,11.8,-16.4,9.4
L,1.0,0.0,0.5961538461538461,0.5490196078431373,0.497,0.44420000000000004,0.3962,0.28500000000000003,0.7336,0.7847999999999999,38.0,41.0,30.6,21.4,9.4,9.2,4.6,1.4,10.8,13.6,7.8,-3.6
L,0.0,0.0,0.5294117647058824,0.45098039215686275,0.508,0.45,0.41719999999999996,0.3402,0.7478,0.7083999999999999,43.6,47.8,23.6,24.6,4.4,6.0,3.8,4.2,13.4,13.2,-5.2,-4.2
W,2.0,2.0,0.66,0.29411764705882354,0.5142,0.47300000000000003,0.4096,0.2682,0.7088,0.7807999999999999,48.4,43.4,27.4,23.6,8.6,8.6,5.2,4.4,17.2,15.2,10.2,-5.0
L,0.0,0.0,0.46938775510204084,0.5283018867924528,0.499,0.5174,0.2906,0.39899999999999997,0.7984,0.8554,44.2,42.4,23.2,22.6,8.4,6.0,4.8,5.2,13.2,12.0,5.4,10.8
W,0.0,0.0,0.68,0.5098039215686274,0.4952,0.44420000000000004,0.3852,0.2866,0.7152000000000001,0.7998000000000001,40.2,41.2,27.2,22.6,9.2,8.4,5.0,5.0,14.4,15.6,1.4,-9.8
W,1.0,2.0,0.7058823529411765,0.62,0.43739999999999996,0.5298,0.3668,0.4678,0.8272,0.727,44.4,39.6,22.0,27.6,6.2,5.0,6.2,5.8,15.0,13.6,-3.0,3.2
W,0.0,0.0,0.24,0.48,0.481,0.4948,0.29100000000000004,0.4248,0.6641999999999999,0.7857999999999999,50.8,42.4,24.2,23.0,6.6,7.0,6.2,2.8,19.8,12.2,-4.8,-0.8
L,1.0,0.0,0.5192307692307693,0.49019607843137253,0.46579999999999994,0.5076,0.41340000000000005,0.3628,0.8184000000000001,0.774,47.8,44.2,29.2,24.8,6.8,6.6,6.2,3.2,13.0,14.0,9.4,-4.2
L,1.0,1.0,0.64,0.48,0.44239999999999996,0.5342,0.297,0.44299999999999995,0.7644,0.8236000000000001,41.4,34.8,26.6,25.2,11.2,6.0,4.0,5.6,15.8,10.4,-7.2,1.4
W,1.0,0.0,0.5,0.4423076923076923,0.4824,0.47540000000000004,0.4506,0.3422,0.738,0.7944,44.0,44.2,26.6,23.2,6.4,8.8,4.6,4.6,13.0,10.0,5.6,5.0
L,0.0,0.0,0.27450980392156865,0.5714285714285714,0.4446,0.502,0.327,0.3846,0.7318,0.8086,45.2,40.4,26.8,27.4,6.4,8.4,3.4,3.0,13.2,14.8,-19.6,2.6
W,0.0,2.0,0.5094339622641509,0.52,0.48860000000000003,0.5034,0.37960000000000005,0.44480000000000003,0.678,0.7562,43.0,43.6,24.8,32.6,8.0,8.0,4.6,3.2,17.2,16.2,3.0,4.8
W,0.0,0.0,0.6530612244897959,0.39215686274509803,0.5065999999999999,0.49379999999999996,0.4184,0.4064,0.8074,0.7558,41.8,40.0,27.2,25.8,8.0,7.8,4.0,3.8,14.2,14.4,2.6,1.4
W,0.0,0.0,0.46,0.28846153846153844,0.48919999999999997,0.4474,0.3298,0.24819999999999998,0.7602,0.7618,44.8,48.6,23.8,23.4,7.4,7.6,4.4,5.2,14.4,15.0,0.8,-7.6
W,3.0,0.0,0.6666666666666666,0.5370370370370371,0.5056,0.506,0.406,0.3678,0.6974,0.8310000000000001,54.4,42.0,26.2,23.4,9.4,7.8,5.6,5.8,16.4,11.4,14.4,9.0
L,0.0,0.0,0.46153846153846156,0.46153846153846156,0.45760000000000006,0.4486,0.34500000000000003,0.3402,0.8088000000000001,0.6948000000000001,40.2,46.4,22.8,25.8,9.4,6.2,5.8,3.4,14.2,13.4,-5.4,-4.8
W,0.0,0.0,0.5192307692307693,0.5576923076923077,0.4798,0.43579999999999997,0.3718,0.33540000000000003,0.7698,0.7806,45.8,42.2,23.6,22.6,4.6,10.0,3.8,1.8,12.8,13.4,-3.4,2.0
W,1.0,0.0,0.5192307692307693,0.5,0.4654,0.44820000000000004,0.35419999999999996,0.2924,0.708,0.8122,38.0,40.2,20.4,23.4,5.0,7.6,2.4,4.6,10.6,13.6,-2.6,-10.8
W,0.0,0.0,0.5849056603773585,0.6274509803921569,0.48179999999999995,0.44959999999999994,0.3876,0.2768,0.7041999999999999,0.7736,37.6,39.8,30.4,26.6,9.4,11.2,5.2,4.6,11.6,14.4,4.8,-8.8
W,1.0,0.0,0.6862745098039216,0.5098039215686274,0.47119999999999995,0.4894,0.374,0.4006,0.7434000000000001,0.7782,41.4,46.2,26.2,31.8,7.4,7.6,4.8,3.2,14.4,16.0,-1.4,2.6
L,1.0,0.0,0.5185185185185185,0.38461538461538464,0.4852,0.46719999999999995,0.35940000000000005,0.3566,0.641,0.7742,45.4,41.2,26.2,23.8,7.4,7.8,4.6,4.0,15.6,15.2,5.0,-3.8
W,0.0,0.0,0.25,0.2830188679245283,0.46299999999999997,0.4418,0.355,0.2632,0.7906,0.7939999999999999,42.6,49.2,23.8,22.8,9.6,7.2,4.4,4.6,15.6,15.0,-7.8,-7.2
L,0.0,1.0,0.2692307692307692,0.66,0.4492,0.49260000000000004,0.2974,0.4368,0.7208,0.8266,45.2,41.8,26.8,27.8,6.0,7.8,2.8,3.2,13.8,15.0,-17.6,2.8
L,1.0,0.0,0.2549019607843137,0.4339622641509434,0.472,0.47519999999999996,0.2768,0.341,0.6974,0.7727999999999999,52.6,45.6,23.4,24.4,7.0,8.6,7.4,4.2,18.8,10.0,-1.8,2.6
L,2.0,0.0,0.7115384615384616,0.5094339622641509,0.46319999999999995,0.4586,0.37160000000000004,0.3678,0.7806,0.8182,47.6,48.6,22.6,28.6,5.2,6.4,5.4,6.0,14.4,12.8,5.2,2.6
L,1.0,1.0,0.48,0.49019607843137253,0.4908,0.5424,0.4102,0.4468,0.7847999999999999,0.8482,46.6,35.4,27.8,25.2,7.6,5.6,6.2,5.2,11.8,10.6,11.4,5.2
W,0.0,0.0,0.4528301886792453,0.58,0.47940000000000005,0.499,0.3528,0.36500000000000005,0.8061999999999999,0.8146000000000001,39.8,41.4,24.4,26.8,9.0,9.2,6.2,2.6,14.4,15.0,-4.6,5.0
L,2.0,0.0,0.5094339622641509,0.5,0.485,0.5134000000000001,0.4042,0.39,0.7567999999999999,0.7676000000000001,45.0,45.2,27.2,26.4,6.2,6.8,5.4,3.4,14.6,12.8,1.6,3.0
W,0.0,0.0,0.49056603773584906,0.4716981132075472,0.4588,0.4516,0.304,0.3148,0.8042,0.7118,41.6,50.2,25.2,27.4,7.8,6.2,5.0,3.6,13.8,14.6,-11.6,-1.0
W,2.0,0.0,0.6923076923076923,0.5094339622641509,0.4968,0.5142,0.394,0.3834,0.7928,0.789,40.6,47.0,28.8,27.2,8.0,7.2,4.2,3.6,15.2,10.8,2.4,6.6
W,0.0,2.0,0.5,0.5283018867924528,0.49939999999999996,0.4648,0.4194,0.3482,0.749,0.7512,46.2,37.6,31.2,20.6,6.4,6.4,3.6,2.4,17.0,10.2,0.0,1.2
W,0.0,0.0,0.47058823529411764,0.25,0.4718,0.472,0.4006,0.27,0.8221999999999999,0.7093999999999999,45.6,51.2,23.2,23.0,8.4,5.8,3.8,7.2,12.4,16.8,-1.0,-4.0
W,4.0,0.0,0.6730769230769231,0.5471698113207547,0.48,0.4378,0.36619999999999997,0.3606,0.6965999999999999,0.7802,55.0,40.4,21.8,24.0,7.6,8.4,4.4,2.2,14.6,11.2,10.6,0.8
W,0.0,0.0,0.6078431372549019,0.47058823529411764,0.5028,0.48340000000000005,0.4102,0.37720000000000004,0.7646,0.8226000000000001,37.6,45.6,25.4,26.4,5.8,7.2,4.6,5.8,11.8,12.4,-6.2,5.8
L,1.0,0.0,0.5283018867924528,0.5272727272727272,0.47859999999999997,0.4668,0.3506,0.33999999999999997,0.787,0.8109999999999999,45.2,42.4,22.6,21.4,5.4,8.6,3.0,4.8,13.0,9.8,-1.2,5.2
L,1.0,0.0,0.2641509433962264,0.5185185185185185,0.485,0.445,0.3956,0.33,0.7668,0.805,43.0,48.2,24.2,26.6,9.6,7.0,4.4,5.2,16.8,11.0,-3.0,-1.2
W,1.0,1.0,0.47058823529411764,0.5,0.5004,0.5206,0.3436,0.4086,0.7884,0.8762000000000001,43.4,35.8,23.0,23.4,6.6,4.4,4.4,4.8,15.0,10.0,1.8,2.8
L,0.0,0.0,0.2777777777777778,0.39622641509433965,0.44939999999999997,0.4608,0.2682,0.3538,0.8029999999999999,0.7538,48.6,42.8,23.4,21.6,8.4,8.4,4.0,3.2,15.0,15.0,-2.2,-3.6
L,1.0,1.0,0.46296296296296297,0.5925925925925926,0.48440000000000005,0.4974,0.38180000000000003,0.4114,0.7918000000000001,0.712,40.2,37.6,25.2,31.2,9.8,10.2,5.2,5.8,16.4,12.4,-5.2,8.2
L,0.0,0.0,0.6153846153846154,0.4444444444444444,0.4622,0.46740000000000004,0.2972,0.358,0.8046,0.7782,42.4,46.0,25.4,23.0,10.0,8.0,5.0,4.0,15.0,9.8,-5.2,0.2
W,0.0,3.0,0.509090909090909,0.6981132075471698,0.4796,0.5002,0.3564,0.4064,0.6696,0.8089999999999999,46.4,43.4,25.8,29.8,7.2,9.2,5.0,4.4,17.8,15.4,1.8,6.2
W,1.0,0.0,0.5,0.5686274509803921,0.4758,0.47359999999999997,0.3008,0.3234,0.8318,0.7988000000000001,42.8,40.6,25.8,24.2,8.2,8.4,3.6,2.6,13.0,14.0,-8.8,-2.2
W,0.0,1.0,0.5185185185185185,0.6666666666666666,0.4758,0.493,0.3376,0.44719999999999993,0.8074,0.8173999999999999,46.0,40.4,23.6,28.0,5.8,9.2,3.0,3.2,11.6,14.2,-2.8,4.8
L,0.0,0.0,0.25925925925925924,0.6981132075471698,0.4726,0.45380000000000004,0.39059999999999995,0.346,0.739,0.8029999999999999,40.8,48.8,23.6,21.4,9.2,5.2,4.2,5.2,16.0,13.8,-2.2,5.8
L,0.0,0.0,0.24528301886792453,0.5576923076923077,0.4866,0.46319999999999995,0.3008,0.29460000000000003,0.725,0.7846,46.6,41.4,23.0,23.0,5.6,8.2,6.8,3.2,17.2,13.2,-9.4,-5.0
L,0.0,0.0,0.5,0.5185185185185185,0.49119999999999997,0.45099999999999996,0.3812,0.3516,0.762,0.7375999999999999,45.8,37.8,26.4,20.2,5.8,7.0,5.6,2.2,15.4,11.2,2.4,0.2
L,0.0,5.0,0.49056603773584906,0.6792452830188679,0.5072,0.48979999999999996,0.3794,0.3496,0.8906000000000001,0.6752,34.2,55.4,22.6,23.2,3.2,6.6,4.6,3.8,9.8,12.4,-0.8,10.6
W,1.0,1.0,0.5094339622641509,0.4807692307692308,0.508,0.4974,0.41180000000000005,0.43820000000000003,0.7496,0.8211999999999999,45.0,44.0,31.2,26.8,6.2,9.8,3.6,4.0,15.4,12.6,0.8,5.0
L,1.0,0.0,0.6153846153846154,0.5357142857142857,0.47379999999999994,0.44559999999999994,0.3874,0.3316,0.7876,0.8300000000000001,39.2,44.2,23.8,21.0,6.0,8.4,5.8,3.8,11.6,11.4,-5.0,-1.2
W,2.0,0.0,0.4807692307692308,0.2641509433962264,0.5226,0.4906,0.3944,0.317,0.8044,0.7296,42.6,42.6,25.6,28.8,6.8,5.4,4.0,2.4,14.2,14.6,4.6,-18.2
L,0.0,1.0,0.46153846153846156,0.6,0.4784,0.51,0.3966,0.409,0.8226000000000001,0.736,45.2,39.6,25.2,32.0,7.8,9.2,5.8,6.0,13.4,13.0,5.2,8.4
L,0.0,0.0,0.46296296296296297,0.4716981132075472,0.4586,0.4902,0.323,0.41880000000000006,0.71,0.8263999999999999,47.8,43.8,28.4,24.8,4.6,9.0,2.4,4.2,12.4,12.4,-3.8,0.6
W,2.0,0.0,0.509090909090909,0.5,0.504,0.492,0.3532,0.36760000000000004,0.8058,0.7962,44.0,46.4,26.8,27.2,8.6,7.6,2.6,3.8,13.2,10.6,-0.4,1.6
L,0.0,1.0,0.4074074074074074,0.5272727272727272,0.45760000000000006,0.4702,0.3528,0.3358,0.765,0.7858,45.2,45.8,22.4,24.4,8.6,5.8,3.0,2.2,13.4,12.0,-1.4,-1.2
L,0.0,0.0,0.6037735849056604,0.5272727272727272,0.48,0.4756,0.4222,0.3444,0.7807999999999999,0.7904,39.6,47.4,23.2,28.6,5.8,8.2,5.6,4.4,11.6,12.6,-5.0,2.8
W,0.0,3.0,0.6037735849056604,0.49056603773584906,0.46419999999999995,0.5536,0.3066,0.417,0.8118000000000001,0.8168,44.0,43.8,25.2,27.8,10.0,7.2,6.2,4.8,16.2,14.4,-5.4,12.4
W,0.0,1.0,0.6851851851851852,0.5178571428571429,0.5176000000000001,0.48760000000000003,0.3896,0.3562,0.8138,0.6828000000000001,40.6,44.2,29.4,26.2,8.6,6.2,4.4,4.4,16.0,16.0,1.8,5.6
W,1.0,0.0,0.6071428571428571,0.2545454545454545,0.5342,0.4566,0.4366,0.3638,0.7203999999999999,0.7144,40.8,39.6,31.8,22.6,9.2,8.6,6.2,4.4,14.4,15.6,15.4,-6.2
L,0.0,0.0,0.4909090909090909,0.5087719298245614,0.49000000000000005,0.4768,0.33999999999999997,0.3216,0.7698,0.6996,44.0,42.6,25.6,26.0,5.0,6.4,5.6,5.4,14.8,15.4,-3.8,-2.6
L,0.0,0.0,0.24074074074074073,0.5660377358490566,0.484,0.48979999999999996,0.33440000000000003,0.3424,0.7634000000000001,0.8012,45.2,41.2,23.6,26.0,5.6,9.0,6.4,4.2,15.6,13.4,-9.8,0.4
W,0.0,0.0,0.45454545454545453,0.25925925925925924,0.4636,0.4892,0.3464,0.312,0.771,0.7891999999999999,45.2,41.8,23.0,29.0,9.2,6.4,3.8,2.8,10.0,15.4,3.2,-15.4
W,0.0,2.0,0.48148148148148145,0.5185185185185185,0.48339999999999994,0.5122,0.371,0.43200000000000005,0.9064,0.6888,34.4,45.4,23.6,31.8,3.6,6.4,3.8,4.0,9.2,15.8,-1.0,3.8
W,0.0,0.0,0.5370370370370371,0.45454545454545453,0.4546,0.475,0.33940000000000003,0.346,0.7856,0.7696,39.0,42.2,24.4,25.8,8.8,7.6,2.2,5.4,11.0,15.6,-1.4,-7.8
L,0.0,0.0,0.543859649122807,0.5272727272727272,0.43620000000000003,0.4584,0.3142,0.3522,0.8109999999999999,0.7689999999999999,46.0,39.0,20.0,21.4,9.6,7.6,3.8,2.4,10.4,12.2,-1.0,2.0
