Home Team,Away Team,Game Date,Winner,Home Win/Loss,fg_pct_home,fg3_pct_home,ft_pct_home,reb_home,ast_home,stl_home,blk_home,tov_home,plus_minus_home,fg_pct_away,fg3_pct_away,ft_pct_away,reb_away,ast_away,stl_away,blk_away,tov_away,plus_minus_away
LAL,IND,2022-11-28,IND,L,0.43,0.355,0.774,57.0,23.0,3.0,7.0,14.0,-1,0.41,0.347,0.813,49.0,29.0,6.0,10.0,10.0,1
BKN,ORL,2022-11-28,BKN,W,0.543,0.321,0.857,42.0,20.0,7.0,8.0,18.0,7,0.475,0.419,0.591,35.0,18.0,9.0,5.0,18.0,-7
TOR,CLE,2022-11-28,TOR,W,0.44,0.429,0.824,45.0,23.0,4.0,5.0,12.0,12,0.378,0.184,0.813,47.0,21.0,7.0,3.0,10.0,-12
UTA,CHI,2022-11-28,CHI,L,0.482,0.388,0.4,45.0,30.0,5.0,4.0,14.0,-7,0.462,0.273,0.88,50.0,21.0,6.0,3.0,8.0,7
WAS,MIN,2022-11-28,WAS,W,0.571,0.484,0.852,34.0,31.0,12.0,5.0,7.0,15,0.5,0.259,0.857,45.0,20.0,4.0,3.0,18.0,-15
PHI,ATL,2022-11-28,PHI,W,0.453,0.357,0.889,37.0,23.0,10.0,3.0,12.0,3,0.5,0.444,0.682,42.0,26.0,7.0,6.0,20.0,-3
DEN,HOU,2022-11-28,DEN,W,0.568,0.4,0.85,43.0,31.0,8.0,4.0,14.0,16,0.459,0.364,0.76,37.0,25.0,4.0,2.0,17.0,-16
BOS,CHA,2022-11-28,BOS,W,0.591,0.462,0.857,39.0,40.0,10.0,5.0,16.0,35,0.488,0.379,0.667,37.0,28.0,7.0,2.0,20.0,-35
DET,NYK,2022-11-29,NYK,L,0.506,0.333,0.65,30.0,28.0,7.0,4.0,16.0,-30,0.563,0.457,0.762,51.0,31.0,9.0,1.0,14.0,30
DAL,GSW,2022-11-29,DAL,W,0.462,0.341,0.63,39.0,21.0,7.0,4.0,14.0,3,0.477,0.256,0.783,50.0,27.0,6.0,3.0,18.0,-3
POR,LAC,2022-11-29,LAC,L,0.467,0.486,0.733,43.0,24.0,6.0,7.0,11.0,-6,0.461,0.419,0.821,48.0,26.0,6.0,7.0,13.0,6
NYK,MIL,2022-11-30,MIL,L,0.42,0.2,0.65,55.0,18.0,2.0,3.0,8.0,-6,0.433,0.286,0.808,52.0,23.0,3.0,6.0,6.0,6
CLE,PHI,2022-11-30,CLE,W,0.608,0.517,0.8,40.0,28.0,10.0,3.0,19.0,28,0.416,0.231,0.833,30.0,19.0,7.0,1.0,16.0,-28
MIN,MEM,2022-11-30,MIN,W,0.461,0.308,0.789,29.0,26.0,13.0,11.0,13.0,8,0.425,0.346,0.6,59.0,17.0,7.0,4.0,27.0,-8
OKC,SAS,2022-11-30,OKC,W,0.511,0.333,0.667,52.0,17.0,4.0,4.0,12.0,8,0.446,0.27,0.76,44.0,27.0,5.0,2.0,11.0,-8
DEN,HOU,2022-11-30,DEN,W,0.53,0.531,0.75,42.0,30.0,6.0,8.0,12.0,20,0.42,0.293,0.778,39.0,18.0,5.0,6.0,14.0,-20
LAL,POR,2022-11-30,LAL,W,0.495,0.378,0.692,48.0,28.0,5.0,6.0,8.0,19,0.467,0.333,0.81,45.0,21.0,4.0,5.0,12.0,-19
BKN,WAS,2022-11-30,BKN,W,0.464,0.423,0.923,35.0,22.0,8.0,7.0,9.0,6,0.438,0.25,0.676,51.0,19.0,6.0,5.0,14.0,-6
PHX,CHI,2022-11-30,PHX,W,0.527,0.455,0.905,46.0,22.0,3.0,5.0,14.0,19,0.5,0.16,0.818,35.0,21.0,5.0,6.0,12.0,-19
ORL,ATL,2022-11-30,ATL,L,0.494,0.296,0.88,33.0,26.0,5.0,3.0,18.0,-17,0.543,0.25,0.789,49.0,25.0,8.0,3.0,12.0,17
SAC,IND,2022-11-30,SAC,W,0.505,0.372,0.862,58.0,28.0,8.0,5.0,18.0,23,0.4,0.324,0.733,47.0,28.0,8.0,5.0,15.0,-23
NOP,TOR,2022-11-30,NOP,W,0.523,0.424,0.846,52.0,28.0,10.0,4.0,20.0,18,0.477,0.289,0.684,30.0,29.0,12.0,7.0,16.0,-18
BOS,MIA,2022-11-30,BOS,W,0.554,0.489,0.87,41.0,32.0,7.0,0.0,18.0,13,0.522,0.45,1.0,32.0,25.0,8.0,3.0,15.0,-13
UTA,LAC,2022-11-30,UTA,W,0.556,0.438,0.75,46.0,24.0,4.0,7.0,18.0,13,0.398,0.333,0.778,39.0,16.0,9.0,5.0,11.0,-13
DET,DAL,2022-12-01,DET,W,0.543,0.429,0.583,52.0,29.0,9.0,0.0,13.0,6,0.535,0.413,0.483,30.0,25.0,8.0,7.0,13.0,-6
BOS,MIA,2022-12-02,MIA,L,0.46,0.333,0.75,48.0,26.0,6.0,2.0,20.0,-4,0.475,0.314,0.722,50.0,19.0,11.0,3.0,17.0,4
PHX,HOU,2022-12-02,HOU,L,0.529,0.459,0.737,37.0,30.0,9.0,5.0,18.0,-1,0.494,0.333,0.791,41.0,19.0,12.0,2.0,17.0,1
UTA,IND,2022-12-02,UTA,W,0.554,0.441,0.865,47.0,29.0,7.0,2.0,26.0,20,0.435,0.353,0.818,35.0,25.0,12.0,5.0,19.0,-20
MEM,PHI,2022-12-02,MEM,W,0.433,0.367,0.786,57.0,22.0,8.0,11.0,12.0,8,0.44,0.424,0.882,42.0,23.0,7.0,5.0,13.0,-8
GSW,CHI,2022-12-02,GSW,W,0.483,0.4,0.652,50.0,32.0,2.0,5.0,20.0,8,0.462,0.333,0.667,44.0,28.0,7.0,1.0,12.0,-8
BKN,TOR,2022-12-02,BKN,W,0.537,0.344,0.682,41.0,27.0,7.0,5.0,18.0,9,0.437,0.292,0.733,43.0,16.0,7.0,2.0,14.0,-9
CLE,ORL,2022-12-02,CLE,W,0.488,0.381,1.0,33.0,22.0,7.0,5.0,13.0,11,0.494,0.348,0.667,40.0,19.0,6.0,4.0,18.0,-11
ATL,DEN,2022-12-02,ATL,W,0.557,0.357,0.643,43.0,24.0,7.0,3.0,12.0,8,0.529,0.375,0.538,33.0,31.0,8.0,0.0,16.0,-8
CHA,WAS,2022-12-02,CHA,W,0.421,0.414,0.806,45.0,25.0,6.0,3.0,4.0,1,0.453,0.364,0.743,56.0,23.0,3.0,9.0,14.0,-1
SAS,NOP,2022-12-02,NOP,L,0.388,0.282,0.75,49.0,26.0,4.0,4.0,12.0,-18,0.435,0.286,0.962,53.0,25.0,9.0,5.0,9.0,18
MIL,LAL,2022-12-02,LAL,L,0.532,0.395,0.8,42.0,29.0,2.0,5.0,10.0,-4,0.542,0.423,0.75,44.0,32.0,6.0,4.0,4.0,4
LAC,SAC,2022-12-03,SAC,L,0.355,0.273,0.808,50.0,15.0,4.0,3.0,18.0,-27,0.517,0.344,0.667,46.0,31.0,7.0,6.0,9.0,27
TOR,ORL,2022-12-03,TOR,W,0.56,0.31,0.72,43.0,31.0,12.0,4.0,17.0,13,0.487,0.393,0.808,29.0,23.0,9.0,2.0,16.0,-13
GSW,HOU,2022-12-03,GSW,W,0.529,0.481,0.5,35.0,34.0,8.0,5.0,14.0,19,0.44,0.107,0.9,45.0,17.0,6.0,4.0,15.0,-19
MIN,OKC,2022-12-03,OKC,L,0.528,0.333,0.8,44.0,25.0,13.0,10.0,23.0,-7,0.516,0.423,0.8,42.0,26.0,11.0,5.0,21.0,7
UTA,POR,2022-12-03,POR,L,0.452,0.361,0.786,44.0,20.0,8.0,4.0,13.0,-5,0.482,0.4,0.774,49.0,19.0,5.0,6.0,13.0,5
CHA,MIL,2022-12-03,MIL,L,0.391,0.208,0.885,44.0,15.0,9.0,4.0,14.0,-9,0.47,0.375,0.789,47.0,24.0,5.0,8.0,22.0,9
NYK,DAL,2022-12-03,DAL,L,0.455,0.323,0.714,45.0,18.0,7.0,1.0,20.0,-21,0.43,0.393,0.786,50.0,27.0,7.0,5.0,11.0,21
SAS,PHX,2022-12-04,PHX,L,0.437,0.194,0.722,40.0,19.0,5.0,3.0,19.0,-38,0.521,0.514,0.8,45.0,38.0,5.0,0.0,11.0,38
SAC,CHI,2022-12-04,SAC,W,0.465,0.302,0.895,46.0,30.0,10.0,2.0,19.0,9,0.442,0.36,0.842,39.0,17.0,9.0,5.0,16.0,-9
POR,IND,2022-12-04,POR,W,0.488,0.425,0.682,45.0,32.0,10.0,3.0,15.0,16,0.44,0.303,0.833,44.0,22.0,10.0,5.0,15.0,-16
DET,MEM,2022-12-04,MEM,L,0.44,0.371,0.833,39.0,26.0,7.0,7.0,15.0,-10,0.467,0.429,0.724,46.0,28.0,9.0,5.0,14.0,10
NYK,CLE,2022-12-04,NYK,W,0.407,0.172,0.81,54.0,17.0,6.0,3.0,21.0,11,0.349,0.229,0.75,39.0,17.0,7.0,6.0,19.0,-11
NOP,DEN,2022-12-04,NOP,W,0.506,0.423,0.778,36.0,29.0,10.0,5.0,11.0,15,0.506,0.258,0.667,43.0,24.0,5.0,5.0,19.0,-15
BKN,BOS,2022-12-04,BOS,L,0.405,0.346,0.682,45.0,17.0,6.0,7.0,15.0,-11,0.432,0.395,0.9,48.0,18.0,11.0,9.0,17.0,11
WAS,LAL,2022-12-04,LAL,L,0.467,0.256,0.733,44.0,24.0,10.0,8.0,10.0,-11,0.542,0.385,0.727,51.0,34.0,5.0,5.0,15.0,11
TOR,BOS,2022-12-05,BOS,L,0.459,0.357,0.733,46.0,19.0,6.0,5.0,13.0,-6,0.489,0.361,0.714,49.0,27.0,6.0,3.0,11.0,6
ORL,MIL,2022-12-05,MIL,L,0.366,0.25,0.897,52.0,21.0,8.0,2.0,14.0,-7,0.447,0.325,0.769,45.0,31.0,9.0,4.0,17.0,7
DAL,PHX,2022-12-05,DAL,W,0.524,0.488,0.846,41.0,23.0,7.0,6.0,13.0,19,0.44,0.351,0.692,41.0,28.0,5.0,5.0,13.0,-19
CHA,LAC,2022-12-05,LAC,L,0.48,0.353,0.647,49.0,29.0,8.0,4.0,10.0,-2,0.484,0.417,0.667,47.0,30.0,4.0,5.0,12.0,2
GSW,IND,2022-12-05,IND,L,0.404,0.295,0.789,47.0,26.0,6.0,6.0,12.0,-8,0.478,0.385,0.611,47.0,26.0,3.0,8.0,17.0,8
HOU,PHI,2022-12-05,HOU,W,0.447,0.359,0.773,51.0,19.0,9.0,3.0,21.0,9,0.448,0.472,0.778,39.0,23.0,10.0,6.0,20.0,-9
MEM,MIA,2022-12-05,MEM,W,0.467,0.25,1.0,41.0,23.0,10.0,5.0,12.0,8,0.392,0.35,0.773,45.0,23.0,7.0,3.0,17.0,-8
ATL,OKC,2022-12-05,OKC,L,0.431,0.342,0.765,54.0,24.0,7.0,4.0,18.0,-7,0.453,0.353,0.958,49.0,25.0,8.0,4.0,16.0,7
DEN,DAL,2022-12-06,DAL,L,0.513,0.406,0.786,36.0,30.0,8.0,4.0,17.0,-1,0.5,0.472,0.871,35.0,27.0,10.0,4.0,17.0,1
CLE,LAL,2022-12-06,CLE,W,0.516,0.259,0.765,44.0,25.0,11.0,3.0,8.0,14,0.427,0.167,0.833,43.0,16.0,4.0,6.0,16.0,-14
MIA,DET,2022-12-06,DET,L,0.429,0.313,0.769,40.0,21.0,7.0,2.0,15.0,-20,0.494,0.463,0.733,40.0,27.0,8.0,1.0,13.0,20
UTA,GSW,2022-12-07,UTA,W,0.535,0.429,0.81,40.0,26.0,6.0,7.0,17.0,1,0.459,0.333,0.76,42.0,26.0,8.0,5.0,14.0,-1
MIN,IND,2022-12-07,MIN,W,0.473,0.348,0.926,51.0,25.0,15.0,2.0,23.0,6,0.481,0.452,0.75,31.0,22.0,10.0,4.0,19.0,-6
NOP,DET,2022-12-07,NOP,W,0.459,0.296,0.783,50.0,21.0,8.0,9.0,19.0,6,0.389,0.357,0.813,42.0,17.0,5.0,1.0,13.0,-6
CHI,WAS,2022-12-07,CHI,W,0.5,0.435,0.882,41.0,29.0,11.0,4.0,19.0,4,0.488,0.29,0.69,38.0,22.0,12.0,6.0,18.0,-4
PHX,BOS,2022-12-07,BOS,L,0.398,0.25,0.842,49.0,19.0,5.0,4.0,18.0,-27,0.485,0.356,0.846,53.0,29.0,14.0,3.0,13.0,27
MEM,OKC,2022-12-07,MEM,W,0.511,0.368,0.813,50.0,32.0,13.0,9.0,17.0,21,0.37,0.368,0.87,48.0,25.0,9.0,3.0,19.0,-21
BKN,CHA,2022-12-07,BKN,W,0.57,0.387,0.75,39.0,33.0,3.0,8.0,11.0,6,0.534,0.417,0.522,40.0,25.0,4.0,3.0,11.0,-6
TOR,LAL,2022-12-07,TOR,W,0.443,0.279,0.833,54.0,25.0,10.0,5.0,11.0,13,0.425,0.212,0.914,46.0,16.0,6.0,3.0,15.0,-13
ORL,LAC,2022-12-07,ORL,W,0.421,0.286,0.903,53.0,20.0,8.0,5.0,13.0,5,0.411,0.366,0.692,53.0,26.0,3.0,9.0,17.0,-5
NYK,ATL,2022-12-07,NYK,W,0.446,0.472,0.917,55.0,26.0,6.0,2.0,14.0,24,0.376,0.167,0.792,39.0,16.0,4.0,6.0,11.0,-24
MIL,SAC,2022-12-07,MIL,W,0.479,0.424,0.833,50.0,34.0,3.0,2.0,7.0,13,0.473,0.316,0.938,40.0,19.0,2.0,4.0,8.0,-13
SAS,HOU,2022-12-08,SAS,W,0.554,0.361,0.867,38.0,25.0,5.0,7.0,17.0,9,0.449,0.345,0.733,42.0,23.0,3.0,4.0,14.0,-9
MIA,LAC,2022-12-08,MIA,W,0.511,0.375,0.786,43.0,24.0,11.0,1.0,8.0,5,0.463,0.472,0.905,43.0,24.0,3.0,3.0,16.0,-5
POR,DEN,2022-12-08,DEN,L,0.484,0.4,1.0,38.0,30.0,10.0,3.0,13.0,-1,0.516,0.4,0.682,48.0,28.0,6.0,5.0,16.0,1
CHA,NYK,2022-12-09,NYK,L,0.44,0.231,0.786,45.0,16.0,8.0,6.0,13.0,-19,0.441,0.382,0.867,48.0,25.0,6.0,7.0,14.0,19
MEM,DET,2022-12-09,MEM,W,0.484,0.281,0.531,48.0,30.0,11.0,8.0,14.0,11,0.4,0.314,0.741,47.0,23.0,6.0,7.0,19.0,-11
PHI,LAL,2022-12-09,PHI,W,0.533,0.45,0.864,42.0,30.0,14.0,2.0,23.0,11,0.5,0.355,0.767,37.0,29.0,12.0,4.0,21.0,-11
BKN,ATL,2022-12-09,BKN,W,0.542,0.433,0.81,38.0,30.0,10.0,5.0,21.0,4,0.495,0.345,0.875,38.0,21.0,12.0,4.0,18.0,-4
NOP,PHX,2022-12-09,NOP,W,0.511,0.296,0.8,44.0,27.0,10.0,1.0,11.0,11,0.5,0.5,0.692,37.0,30.0,6.0,3.0,17.0,-11
IND,WAS,2022-12-09,IND,W,0.506,0.439,0.85,40.0,23.0,7.0,2.0,12.0,10,0.532,0.345,0.76,38.0,25.0,6.0,3.0,14.0,-10
CLE,SAC,2022-12-09,SAC,L,0.43,0.333,0.773,36.0,20.0,7.0,4.0,20.0,-11,0.53,0.485,0.625,38.0,21.0,11.0,5.0,19.0,11
DAL,MIL,2022-12-09,MIL,L,0.466,0.325,0.417,43.0,21.0,8.0,6.0,11.0,-1,0.437,0.344,0.826,51.0,27.0,5.0,4.0,17.0,1
UTA,MIN,2022-12-09,MIN,L,0.433,0.295,0.708,40.0,22.0,9.0,0.0,11.0,-10,0.532,0.4,0.769,44.0,30.0,7.0,3.0,17.0,10
ORL,TOR,2022-12-09,ORL,W,0.592,0.385,0.905,43.0,24.0,3.0,4.0,20.0,4,0.424,0.286,0.818,33.0,23.0,10.0,5.0,7.0,-4
CLE,OKC,2022-12-10,CLE,W,0.471,0.375,0.692,48.0,25.0,6.0,4.0,13.0,8,0.458,0.345,0.8,40.0,25.0,8.0,6.0,11.0,-8
MIA,SAS,2022-12-10,SAS,L,0.481,0.382,0.714,32.0,26.0,5.0,3.0,10.0,-4,0.538,0.333,0.774,46.0,24.0,8.0,4.0,18.0,4
DEN,UTA,2022-12-10,DEN,W,0.547,0.308,0.813,39.0,28.0,5.0,8.0,9.0,5,0.459,0.366,0.81,42.0,20.0,5.0,6.0,14.0,-5
GSW,BOS,2022-12-10,GSW,W,0.511,0.333,0.8,53.0,26.0,3.0,6.0,15.0,16,0.437,0.3,0.731,39.0,17.0,8.0,6.0,10.0,-16
WAS,LAC,2022-12-10,LAC,L,0.435,0.471,0.895,50.0,24.0,8.0,3.0,15.0,-7,0.426,0.396,0.938,42.0,22.0,9.0,7.0,10.0,7
CHI,DAL,2022-12-10,CHI,W,0.635,0.559,0.708,44.0,33.0,8.0,5.0,10.0,29,0.456,0.25,0.846,37.0,24.0,5.0,4.0,8.0,-29
POR,MIN,2022-12-10,POR,W,0.518,0.382,0.893,45.0,20.0,5.0,4.0,16.0,6,0.542,0.435,0.75,28.0,22.0,11.0,4.0,13.0,-6
IND,BKN,2022-12-10,BKN,L,0.553,0.477,0.75,30.0,30.0,10.0,3.0,19.0,-3,0.52,0.321,0.719,59.0,19.0,7.0,3.0,18.0,3
DET,LAL,2022-12-11,LAL,L,0.462,0.378,0.824,40.0,28.0,9.0,3.0,12.0,-7,0.548,0.423,0.778,42.0,31.0,8.0,4.0,11.0,7
ATL,CHI,2022-12-11,ATL,W,0.48,0.333,0.762,45.0,28.0,3.0,6.0,15.0,1,0.48,0.259,0.826,53.0,28.0,11.0,6.0,19.0,-1
NYK,SAC,2022-12-11,NYK,W,0.449,0.229,0.889,55.0,19.0,8.0,4.0,17.0,13,0.398,0.256,0.657,41.0,20.0,7.0,0.0,17.0,-13
ORL,TOR,2022-12-11,ORL,W,0.468,0.452,0.806,42.0,25.0,3.0,7.0,18.0,12,0.4,0.24,0.868,28.0,18.0,9.0,7.0,9.0,-12
HOU,MIL,2022-12-11,HOU,W,0.44,0.222,0.917,49.0,23.0,11.0,8.0,12.0,5,0.367,0.279,0.778,52.0,18.0,5.0,6.0,16.0,-5
PHI,CHA,2022-12-11,PHI,W,0.554,0.481,0.813,41.0,31.0,6.0,6.0,16.0,18,0.409,0.367,0.867,45.0,21.0,12.0,3.0,16.0,-18
NOP,PHX,2022-12-11,NOP,W,0.581,0.32,0.75,43.0,31.0,10.0,3.0,17.0,5,0.467,0.342,0.765,42.0,34.0,7.0,5.0,15.0,-5
IND,MIA,2022-12-12,MIA,L,0.354,0.282,0.75,45.0,16.0,7.0,11.0,18.0,-5,0.386,0.265,0.778,48.0,23.0,7.0,2.0,14.0,5
MEM,ATL,2022-12-12,MEM,W,0.602,0.406,0.833,49.0,36.0,8.0,12.0,23.0,25,0.356,0.324,0.773,39.0,20.0,13.0,1.0,16.0,-25
SAS,CLE,2022-12-12,SAS,W,0.474,0.333,0.688,46.0,25.0,6.0,2.0,13.0,1,0.489,0.217,0.941,44.0,21.0,7.0,7.0,15.0,-1
DAL,OKC,2022-12-12,DAL,W,0.419,0.407,0.84,50.0,24.0,4.0,3.0,14.0,7,0.477,0.323,0.952,42.0,21.0,4.0,1.0,13.0,-7
POR,MIN,2022-12-12,POR,W,0.539,0.457,0.762,54.0,32.0,4.0,4.0,19.0,21,0.495,0.37,0.526,37.0,25.0,12.0,2.0,10.0,-21
LAC,BOS,2022-12-12,LAC,W,0.489,0.4,0.714,46.0,18.0,10.0,2.0,10.0,20,0.434,0.231,0.692,36.0,27.0,5.0,6.0,15.0,-20
WAS,BKN,2022-12-12,BKN,L,0.468,0.355,0.682,44.0,21.0,6.0,2.0,20.0,-12,0.494,0.296,0.889,41.0,25.0,8.0,7.0,13.0,12
UTA,NOP,2022-12-13,UTA,W,0.476,0.319,0.667,59.0,31.0,4.0,10.0,22.0,21,0.398,0.148,0.667,43.0,25.0,12.0,3.0,17.0,-21
LAL,BOS,2022-12-13,BOS,L,0.473,0.276,0.733,49.0,23.0,7.0,9.0,12.0,-4,0.442,0.396,0.688,51.0,27.0,6.0,2.0,14.0,4
PHI,SAC,2022-12-13,PHI,W,0.512,0.457,0.778,42.0,34.0,10.0,4.0,12.0,20,0.413,0.238,0.85,48.0,21.0,5.0,4.0,17.0,-20
HOU,PHX,2022-12-13,HOU,W,0.42,0.343,0.912,67.0,16.0,6.0,9.0,23.0,14,0.32,0.255,0.947,44.0,22.0,13.0,7.0,10.0,-14
MIL,GSW,2022-12-13,MIL,W,0.549,0.414,0.813,55.0,22.0,8.0,5.0,23.0,17,0.4,0.4,0.789,37.0,25.0,7.0,2.0,18.0,-17
DEN,WAS,2022-12-14,DEN,W,0.651,0.25,0.829,45.0,31.0,8.0,7.0,19.0,13,0.527,0.487,0.565,24.0,40.0,10.0,5.0,14.0,-13
IND,GSW,2022-12-14,IND,W,0.506,0.41,0.84,34.0,30.0,10.0,8.0,18.0,6,0.465,0.424,0.862,46.0,27.0,5.0,4.0,24.0,-6
CHI,NYK,2022-12-14,NYK,L,0.548,0.321,0.864,31.0,25.0,6.0,7.0,12.0,-8,0.495,0.529,0.8,48.0,25.0,7.0,5.0,18.0,8
CHA,DET,2022-12-14,DET,L,0.412,0.333,0.793,52.0,21.0,7.0,6.0,5.0,-7,0.516,0.45,0.75,52.0,25.0,0.0,8.0,16.0,7
ORL,ATL,2022-12-14,ORL,W,0.505,0.444,0.833,46.0,28.0,10.0,6.0,14.0,11,0.5,0.343,0.889,39.0,30.0,2.0,6.0,13.0,-11
TOR,SAC,2022-12-14,SAC,L,0.5,0.286,0.852,39.0,25.0,8.0,7.0,7.0,-1,0.484,0.37,0.85,50.0,29.0,3.0,3.0,15.0,1
LAC,MIN,2022-12-14,LAC,W,0.382,0.304,0.81,52.0,21.0,8.0,2.0,15.0,11,0.419,0.182,0.733,43.0,15.0,9.0,4.0,17.0,-11
OKC,MIA,2022-12-14,MIA,L,0.5,0.375,0.739,44.0,26.0,7.0,4.0,14.0,-2,0.43,0.429,0.8,39.0,25.0,9.0,1.0,14.0,2
DAL,CLE,2022-12-14,CLE,L,0.392,0.342,0.731,33.0,17.0,2.0,3.0,13.0,-15,0.526,0.333,0.789,43.0,26.0,5.0,2.0,9.0,15
SAS,POR,2022-12-14,POR,L,0.464,0.379,0.579,40.0,23.0,9.0,3.0,11.0,-16,0.605,0.45,0.706,40.0,26.0,5.0,3.0,17.0,16
LAC,PHX,2022-12-15,PHX,L,0.378,0.364,0.714,52.0,21.0,4.0,3.0,18.0,-16,0.463,0.281,0.778,53.0,27.0,8.0,8.0,9.0,16
UTA,NOP,2022-12-15,UTA,W,0.457,0.383,0.811,44.0,24.0,8.0,6.0,16.0,3,0.475,0.4,0.821,49.0,24.0,8.0,6.0,18.0,-3
HOU,MIA,2022-12-15,MIA,L,0.468,0.273,0.647,51.0,22.0,10.0,4.0,15.0,-3,0.443,0.34,0.739,40.0,21.0,10.0,6.0,14.0,3
MEM,MIL,2022-12-15,MEM,W,0.549,0.375,0.783,56.0,30.0,5.0,7.0,8.0,41,0.372,0.26,0.667,39.0,22.0,5.0,1.0,9.0,-41
DAL,POR,2022-12-16,DAL,W,0.556,0.419,0.846,40.0,25.0,4.0,5.0,13.0,20,0.438,0.351,0.76,42.0,21.0,4.0,2.0,12.0,-20
OKC,MIN,2022-12-16,MIN,L,0.466,0.297,0.81,45.0,29.0,7.0,4.0,22.0,-2,0.494,0.48,0.56,43.0,23.0,16.0,6.0,16.0,2
CLE,IND,2022-12-16,CLE,W,0.5,0.452,0.875,34.0,23.0,6.0,2.0,10.0,6,0.525,0.306,0.895,33.0,34.0,6.0,4.0,10.0,-6
CHA,ATL,2022-12-16,ATL,L,0.398,0.349,0.684,43.0,26.0,8.0,5.0,13.0,-19,0.547,0.517,0.824,41.0,25.0,3.0,5.0,14.0,19
DET,SAC,2022-12-16,SAC,L,0.459,0.345,0.806,46.0,22.0,7.0,1.0,17.0,-9,0.524,0.387,0.828,33.0,30.0,8.0,1.0,14.0,9
CHI,NYK,2022-12-16,NYK,L,0.468,0.4,0.875,39.0,26.0,3.0,2.0,20.0,-23,0.402,0.386,0.719,50.0,19.0,13.0,2.0,12.0,23
BOS,ORL,2022-12-16,ORL,L,0.417,0.239,0.824,38.0,17.0,9.0,12.0,14.0,-8,0.462,0.273,0.857,53.0,19.0,7.0,1.0,18.0,8
TOR,BKN,2022-12-16,BKN,L,0.488,0.375,0.862,32.0,17.0,5.0,1.0,9.0,-3,0.605,0.346,0.783,37.0,22.0,5.0,6.0,15.0,3
PHI,GSW,2022-12-16,PHI,W,0.459,0.395,0.806,49.0,23.0,11.0,5.0,15.0,12,0.415,0.395,0.846,48.0,31.0,8.0,6.0,17.0,-12
LAL,DEN,2022-12-16,LAL,W,0.527,0.364,0.75,45.0,29.0,11.0,4.0,15.0,18,0.481,0.333,0.75,39.0,25.0,7.0,4.0,19.0,-18
OKC,MEM,2022-12-17,OKC,W,0.413,0.422,0.645,53.0,29.0,7.0,0.0,10.0,6,0.378,0.267,0.784,53.0,15.0,5.0,5.0,10.0,-6
PHX,NOP,2022-12-17,PHX,W,0.47,0.366,0.714,35.0,23.0,6.0,3.0,8.0,4,0.584,0.467,0.769,36.0,27.0,2.0,5.0,17.0,-4
LAC,WAS,2022-12-17,LAC,W,0.43,0.414,0.615,49.0,19.0,6.0,5.0,14.0,9,0.429,0.36,0.923,42.0,20.0,10.0,2.0,16.0,-9
SAS,MIA,2022-12-17,MIA,L,0.429,0.37,0.758,38.0,29.0,8.0,3.0,17.0,-10,0.512,0.367,0.696,40.0,25.0,14.0,3.0,14.0,10
HOU,POR,2022-12-17,POR,L,0.4,0.103,0.69,51.0,19.0,7.0,6.0,17.0,-12,0.471,0.361,0.737,36.0,20.0,8.0,4.0,14.0,12
CLE,DAL,2022-12-17,CLE,W,0.426,0.194,0.591,51.0,23.0,6.0,5.0,13.0,1,0.409,0.306,0.632,45.0,19.0,5.0,6.0,12.0,-1
MIL,UTA,2022-12-17,MIL,W,0.533,0.474,0.818,54.0,30.0,5.0,3.0,15.0,26,0.453,0.34,0.5,29.0,24.0,5.0,2.0,14.0,-26
LAL,WAS,2022-12-18,LAL,W,0.5,0.407,0.727,43.0,29.0,4.0,5.0,9.0,2,0.463,0.256,0.792,48.0,24.0,5.0,6.0,10.0,-2
DEN,CHA,2022-12-18,DEN,W,0.457,0.333,0.647,55.0,33.0,6.0,3.0,14.0,4,0.427,0.316,0.913,48.0,26.0,7.0,7.0,11.0,-4
BOS,ORL,2022-12-18,ORL,L,0.348,0.255,0.857,54.0,22.0,7.0,7.0,17.0,-3,0.384,0.414,0.895,46.0,20.0,9.0,3.0,13.0,3
DET,BKN,2022-12-18,BKN,L,0.477,0.267,0.853,41.0,20.0,9.0,2.0,9.0,-3,0.55,0.517,0.913,35.0,26.0,5.0,8.0,13.0,3
MIN,CHI,2022-12-18,MIN,W,0.655,0.535,0.813,39.0,38.0,5.0,5.0,13.0,24,0.523,0.421,0.75,30.0,31.0,6.0,1.0,11.0,-24
IND,NYK,2022-12-18,NYK,L,0.433,0.342,0.652,44.0,20.0,5.0,3.0,15.0,-3,0.47,0.308,0.767,49.0,13.0,7.0,9.0,16.0,3
TOR,GSW,2022-12-18,GSW,L,0.421,0.394,0.773,43.0,21.0,6.0,2.0,14.0,-16,0.531,0.462,0.846,41.0,31.0,6.0,2.0,17.0,16
SAC,CHA,2022-12-19,CHA,L,0.474,0.364,0.548,42.0,23.0,8.0,2.0,8.0,-6,0.516,0.323,0.739,56.0,26.0,4.0,7.0,14.0,6
PHI,TOR,2022-12-19,PHI,W,0.4,0.357,0.926,41.0,22.0,8.0,1.0,16.0,3,0.42,0.275,0.8,50.0,24.0,6.0,3.0,16.0,-3
PHX,LAL,2022-12-19,PHX,W,0.495,0.513,0.75,51.0,21.0,10.0,5.0,9.0,26,0.448,0.429,0.824,38.0,13.0,5.0,5.0,15.0,-26
