Home Team,Away Team,Game Date,Winner,Home Win/Loss,fg_pct_home,fg3_pct_home,ft_pct_home,reb_home,ast_home,stl_home,blk_home,tov_home,plus_minus_home,fg_pct_away,fg3_pct_away,ft_pct_away,reb_away,ast_away,stl_away,blk_away,tov_away,plus_minus_away
SAS,WAS,2023-01-30,WAS,L,0.433,0.241,0.652,43.0,26.0,6.0,6.0,10.0,-21,0.558,0.533,0.882,45.0,32.0,7.0,8.0,14.0,21
CLE,MIA,2023-01-31,MIA,L,0.482,0.275,0.5,39.0,32.0,9.0,6.0,13.0,-3,0.436,0.452,0.72,45.0,21.0,7.0,3.0,15.0,3
NYK,LAL,2023-01-31,LAL,L,0.449,0.206,0.875,45.0,27.0,6.0,3.0,9.0,-6,0.516,0.333,0.71,44.0,29.0,6.0,1.0,14.0,6
MIL,CHA,2023-01-31,MIL,W,0.41,0.341,0.852,66.0,18.0,7.0,8.0,12.0,9,0.378,0.282,0.769,62.0,27.0,6.0,6.0,11.0,-9
CHI,LAC,2023-01-31,LAC,L,0.494,0.5,0.714,51.0,26.0,6.0,6.0,20.0,-5,0.398,0.273,0.846,44.0,24.0,15.0,6.0,8.0,5
DEN,NOP,2023-01-31,DEN,W,0.494,0.444,0.833,44.0,33.0,7.0,3.0,18.0,9,0.494,0.296,0.84,36.0,28.0,13.0,2.0,15.0,-9
BOS,BKN,2023-02-01,BOS,W,0.576,0.481,0.7,57.0,28.0,4.0,4.0,12.0,43,0.409,0.231,0.833,32.0,19.0,8.0,1.0,7.0,-43
HOU,OKC,2023-02-01,HOU,W,0.436,0.304,0.742,65.0,20.0,6.0,12.0,18.0,6,0.369,0.279,0.818,52.0,22.0,11.0,6.0,10.0,-6
PHX,ATL,2023-02-01,ATL,L,0.407,0.143,0.839,44.0,22.0,8.0,4.0,16.0,-32,0.571,0.576,0.818,45.0,32.0,6.0,5.0,12.0,32
MEM,POR,2023-02-01,POR,L,0.471,0.243,0.75,44.0,28.0,8.0,7.0,13.0,-10,0.471,0.389,0.963,41.0,24.0,3.0,5.0,13.0,10
UTA,TOR,2023-02-01,UTA,W,0.53,0.362,0.867,49.0,29.0,3.0,11.0,16.0,3,0.455,0.435,0.692,52.0,27.0,11.0,2.0,8.0,-3
SAS,SAC,2023-02-01,SAC,L,0.545,0.333,0.714,40.0,30.0,5.0,1.0,18.0,-10,0.533,0.296,0.789,34.0,25.0,10.0,3.0,10.0,10
MIN,GSW,2023-02-01,MIN,W,0.434,0.28,0.542,53.0,26.0,5.0,7.0,11.0,5,0.418,0.314,0.794,58.0,21.0,7.0,4.0,17.0,-5
PHI,ORL,2023-02-01,PHI,W,0.436,0.4,0.885,43.0,27.0,7.0,4.0,19.0,11,0.379,0.158,0.759,46.0,12.0,10.0,4.0,15.0,-11
CHI,CHA,2023-02-02,CHI,W,0.519,0.393,0.808,40.0,24.0,9.0,3.0,14.0,16,0.419,0.2,0.867,45.0,19.0,6.0,4.0,15.0,-16
MIL,LAC,2023-02-02,MIL,W,0.433,0.243,0.704,53.0,16.0,2.0,0.0,10.0,1,0.411,0.361,0.7,49.0,15.0,8.0,4.0,7.0,-1
IND,LAL,2023-02-02,LAL,L,0.484,0.39,0.833,46.0,30.0,8.0,6.0,16.0,-1,0.457,0.273,0.71,51.0,29.0,8.0,5.0,13.0,1
NYK,MIA,2023-02-02,NYK,W,0.482,0.333,0.778,44.0,25.0,8.0,0.0,18.0,2,0.448,0.361,0.813,33.0,24.0,8.0,3.0,11.0,-2
DAL,NOP,2023-02-02,DAL,W,0.435,0.341,0.793,36.0,16.0,10.0,3.0,8.0,5,0.5,0.25,0.81,50.0,27.0,6.0,5.0,17.0,-5
CLE,MEM,2023-02-02,CLE,W,0.538,0.483,0.727,41.0,33.0,12.0,7.0,16.0,15,0.471,0.435,0.955,44.0,22.0,8.0,5.0,18.0,-15
DEN,GSW,2023-02-02,DEN,W,0.567,0.457,0.762,38.0,35.0,10.0,2.0,13.0,17,0.506,0.5,0.632,42.0,25.0,4.0,4.0,17.0,-17
MIN,ORL,2023-02-03,ORL,L,0.46,0.364,0.857,41.0,21.0,7.0,7.0,20.0,-7,0.529,0.522,0.658,42.0,23.0,11.0,3.0,17.0,7
DET,CHA,2023-02-03,DET,W,0.512,0.438,0.696,51.0,27.0,7.0,3.0,23.0,6,0.444,0.265,0.767,37.0,22.0,16.0,2.0,14.0,-6
SAS,PHI,2023-02-03,PHI,L,0.584,0.333,0.933,35.0,32.0,8.0,0.0,18.0,-12,0.529,0.481,0.78,39.0,28.0,11.0,3.0,11.0,12
HOU,TOR,2023-02-03,TOR,L,0.5,0.333,0.727,40.0,22.0,5.0,4.0,13.0,-6,0.456,0.385,0.741,43.0,21.0,9.0,7.0,9.0,6
BOS,PHX,2023-02-03,PHX,L,0.387,0.263,0.839,43.0,18.0,5.0,3.0,15.0,-12,0.432,0.375,0.857,53.0,28.0,6.0,6.0,9.0,12
WAS,POR,2023-02-03,POR,L,0.5,0.364,0.909,41.0,27.0,4.0,3.0,11.0,-8,0.489,0.415,0.913,38.0,25.0,5.0,2.0,7.0,8
IND,SAC,2023-02-03,IND,W,0.449,0.415,0.714,47.0,28.0,13.0,5.0,18.0,3,0.43,0.342,0.85,49.0,24.0,6.0,5.0,20.0,-3
UTA,ATL,2023-02-03,ATL,L,0.451,0.295,0.722,50.0,20.0,4.0,2.0,15.0,-7,0.463,0.27,0.739,52.0,28.0,8.0,5.0,9.0,7
NOP,LAL,2023-02-04,NOP,W,0.52,0.3,0.9,48.0,28.0,6.0,0.0,11.0,5,0.479,0.344,0.758,44.0,30.0,4.0,3.0,9.0,-5
DEN,ATL,2023-02-04,DEN,W,0.505,0.395,0.85,48.0,32.0,14.0,6.0,13.0,20,0.484,0.3,0.824,43.0,26.0,7.0,7.0,16.0,-20
GSW,DAL,2023-02-04,GSW,W,0.549,0.4,0.789,38.0,33.0,6.0,5.0,14.0,6,0.459,0.35,0.778,39.0,22.0,9.0,1.0,14.0,-6
OKC,HOU,2023-02-04,OKC,W,0.577,0.457,0.87,42.0,39.0,11.0,6.0,9.0,32,0.506,0.333,0.778,34.0,29.0,4.0,8.0,16.0,-32
MIL,MIA,2023-02-04,MIL,W,0.523,0.35,0.607,51.0,23.0,6.0,4.0,12.0,8,0.446,0.258,0.81,44.0,23.0,9.0,2.0,7.0,-8
BKN,WAS,2023-02-04,BKN,W,0.5,0.424,0.893,39.0,21.0,4.0,10.0,15.0,2,0.481,0.464,0.78,39.0,22.0,10.0,3.0,16.0,-2
NYK,LAC,2023-02-04,LAC,L,0.479,0.45,0.769,46.0,30.0,6.0,3.0,10.0,-6,0.478,0.432,0.857,46.0,24.0,8.0,4.0,13.0,6
DET,PHX,2023-02-04,PHX,L,0.432,0.381,0.636,30.0,23.0,8.0,2.0,16.0,-16,0.56,0.478,0.677,46.0,34.0,10.0,2.0,17.0,16
CHI,POR,2023-02-04,CHI,W,0.6,0.462,0.84,41.0,32.0,6.0,3.0,12.0,8,0.506,0.326,0.905,33.0,22.0,3.0,3.0,9.0,-8
CHA,ORL,2023-02-05,ORL,L,0.542,0.364,0.478,39.0,28.0,8.0,6.0,15.0,-6,0.462,0.348,0.9,52.0,25.0,6.0,2.0,12.0,6
IND,CLE,2023-02-05,CLE,L,0.435,0.25,0.682,42.0,28.0,3.0,6.0,13.0,-19,0.523,0.405,0.938,46.0,33.0,7.0,5.0,13.0,19
MEM,TOR,2023-02-05,TOR,L,0.487,0.37,0.739,44.0,25.0,10.0,9.0,20.0,-3,0.436,0.306,0.583,42.0,24.0,11.0,3.0,11.0,3
MIN,DEN,2023-02-05,MIN,W,0.552,0.37,0.733,34.0,33.0,7.0,3.0,11.0,30,0.479,0.24,0.774,37.0,19.0,6.0,5.0,22.0,-30
NOP,SAC,2023-02-05,NOP,W,0.565,0.538,0.765,48.0,26.0,11.0,3.0,11.0,32,0.427,0.262,0.852,38.0,23.0,5.0,5.0,15.0,-32
NYK,PHI,2023-02-05,NYK,W,0.43,0.333,0.718,49.0,21.0,5.0,1.0,12.0,11,0.405,0.28,0.833,44.0,23.0,4.0,4.0,12.0,-11
DET,BOS,2023-02-06,BOS,L,0.425,0.273,0.762,42.0,22.0,9.0,6.0,9.0,-12,0.47,0.432,0.81,51.0,25.0,2.0,5.0,12.0,12
HOU,SAC,2023-02-06,SAC,L,0.5,0.406,0.792,39.0,27.0,5.0,4.0,14.0,-20,0.584,0.512,0.833,35.0,38.0,9.0,5.0,10.0,20
UTA,DAL,2023-02-06,DAL,L,0.471,0.194,0.885,37.0,21.0,4.0,4.0,13.0,-13,0.466,0.385,0.871,49.0,26.0,6.0,4.0,14.0,13
POR,MIL,2023-02-06,MIL,L,0.407,0.25,0.862,28.0,23.0,5.0,2.0,9.0,-19,0.54,0.381,0.81,55.0,27.0,4.0,2.0,16.0,19
GSW,OKC,2023-02-06,GSW,W,0.577,0.52,0.429,45.0,43.0,6.0,3.0,16.0,27,0.484,0.344,0.714,36.0,21.0,8.0,3.0,11.0,-27
BKN,LAC,2023-02-06,LAC,L,0.488,0.516,0.818,42.0,21.0,4.0,5.0,16.0,-8,0.478,0.4,0.8,46.0,20.0,11.0,5.0,9.0,8
CHI,SAS,2023-02-06,CHI,W,0.562,0.273,0.88,49.0,27.0,10.0,6.0,14.0,24,0.444,0.308,0.941,38.0,25.0,7.0,3.0,18.0,-24
WAS,CLE,2023-02-06,CLE,L,0.427,0.214,0.789,37.0,20.0,8.0,5.0,14.0,-23,0.564,0.414,0.7,43.0,26.0,9.0,6.0,17.0,23
LAL,OKC,2023-02-07,OKC,L,0.576,0.452,0.692,41.0,27.0,8.0,3.0,21.0,-3,0.521,0.5,0.9,37.0,32.0,12.0,2.0,13.0,3
NOP,ATL,2023-02-07,NOP,W,0.495,0.375,0.667,47.0,28.0,8.0,2.0,10.0,9,0.447,0.333,0.76,41.0,30.0,4.0,6.0,12.0,-9
ORL,NYK,2023-02-07,NYK,L,0.468,0.24,0.75,41.0,23.0,4.0,4.0,11.0,-4,0.457,0.349,0.684,43.0,21.0,6.0,2.0,11.0,4
BKN,PHX,2023-02-07,PHX,L,0.481,0.321,0.871,36.0,25.0,11.0,2.0,17.0,-4,0.467,0.29,0.75,48.0,31.0,10.0,4.0,15.0,4
MEM,CHI,2023-02-07,MEM,W,0.481,0.333,0.714,39.0,22.0,10.0,7.0,14.0,15,0.368,0.2,0.667,49.0,24.0,9.0,3.0,20.0,-15
DEN,MIN,2023-02-07,DEN,W,0.624,0.481,0.773,44.0,44.0,12.0,5.0,11.0,34,0.471,0.286,0.846,36.0,24.0,6.0,7.0,17.0,-34
CLE,DET,2023-02-08,CLE,W,0.494,0.231,0.84,50.0,30.0,8.0,4.0,13.0,28,0.37,0.25,0.944,32.0,19.0,8.0,6.0,14.0,-28
UTA,MIN,2023-02-08,MIN,L,0.419,0.353,0.857,50.0,27.0,2.0,5.0,8.0,-25,0.571,0.535,1.0,47.0,35.0,6.0,6.0,11.0,25
HOU,SAC,2023-02-08,SAC,L,0.547,0.455,0.857,44.0,25.0,4.0,7.0,19.0,-2,0.5,0.333,0.933,31.0,29.0,10.0,4.0,9.0,2
TOR,SAS,2023-02-08,TOR,W,0.489,0.357,0.762,51.0,21.0,11.0,7.0,17.0,14,0.402,0.281,0.704,39.0,24.0,11.0,4.0,16.0,-14
POR,GSW,2023-02-08,POR,W,0.551,0.296,0.969,47.0,25.0,6.0,3.0,21.0,3,0.474,0.429,0.9,32.0,31.0,11.0,2.0,11.0,-3
MIA,IND,2023-02-08,MIA,W,0.468,0.316,0.923,48.0,21.0,7.0,3.0,13.0,5,0.487,0.455,0.714,31.0,24.0,3.0,5.0,11.0,-5
LAC,DAL,2023-02-08,DAL,L,0.442,0.364,0.762,40.0,21.0,10.0,4.0,11.0,-6,0.526,0.486,0.647,44.0,26.0,7.0,6.0,18.0,6
WAS,CHA,2023-02-08,WAS,W,0.506,0.405,0.882,52.0,29.0,4.0,12.0,17.0,14,0.419,0.29,0.81,40.0,23.0,11.0,5.0,7.0,-14
BOS,PHI,2023-02-08,BOS,W,0.526,0.543,0.7,44.0,25.0,2.0,5.0,15.0,7,0.446,0.323,0.75,37.0,20.0,9.0,3.0,7.0,-7
LAL,MIL,2023-02-09,MIL,L,0.472,0.389,0.714,43.0,23.0,2.0,2.0,12.0,-9,0.455,0.255,0.722,51.0,24.0,5.0,7.0,11.0,9
BKN,CHI,2023-02-09,BKN,W,0.429,0.386,0.84,49.0,26.0,8.0,1.0,11.0,11,0.462,0.192,0.762,46.0,15.0,4.0,2.0,12.0,-11
ORL,DEN,2023-02-09,ORL,W,0.485,0.333,0.632,47.0,24.0,12.0,6.0,10.0,11,0.464,0.303,0.667,39.0,24.0,6.0,5.0,16.0,-11
ATL,PHX,2023-02-09,ATL,W,0.453,0.345,0.741,59.0,23.0,6.0,4.0,19.0,9,0.453,0.233,0.759,35.0,24.0,14.0,10.0,11.0,-9
LAC,MIL,2023-02-10,MIL,L,0.494,0.333,0.786,35.0,17.0,5.0,7.0,10.0,-13,0.5,0.436,0.75,49.0,28.0,8.0,4.0,11.0,13
DET,SAS,2023-02-10,DET,W,0.43,0.189,0.796,62.0,29.0,6.0,5.0,16.0,7,0.421,0.333,0.794,51.0,21.0,7.0,3.0,19.0,-7
NOP,CLE,2023-02-10,CLE,L,0.476,0.375,0.8,34.0,25.0,8.0,3.0,14.0,-11,0.565,0.357,0.8,41.0,28.0,9.0,5.0,14.0,11
PHI,NYK,2023-02-10,PHI,W,0.524,0.368,0.773,40.0,27.0,8.0,2.0,8.0,11,0.531,0.344,0.688,35.0,23.0,1.0,5.0,12.0,-11
SAC,DAL,2023-02-10,DAL,L,0.542,0.333,0.844,38.0,21.0,2.0,4.0,14.0,-8,0.489,0.419,0.947,39.0,34.0,4.0,0.0,12.0,8
MEM,MIN,2023-02-10,MEM,W,0.583,0.4,0.741,44.0,27.0,12.0,6.0,19.0,21,0.466,0.405,0.833,35.0,25.0,7.0,4.0,18.0,-21
IND,PHX,2023-02-10,PHX,L,0.424,0.282,0.75,38.0,23.0,9.0,3.0,15.0,-13,0.462,0.303,0.875,53.0,25.0,13.0,2.0,17.0,13
MIA,HOU,2023-02-10,MIA,W,0.416,0.316,0.955,40.0,21.0,11.0,6.0,17.0,2,0.417,0.233,0.75,47.0,23.0,11.0,4.0,18.0,-2
BOS,CHA,2023-02-10,BOS,W,0.494,0.455,0.824,43.0,34.0,7.0,7.0,15.0,11,0.484,0.348,0.692,47.0,26.0,9.0,6.0,13.0,-11
TOR,UTA,2023-02-10,UTA,L,0.451,0.353,0.733,40.0,28.0,11.0,3.0,13.0,-6,0.54,0.25,0.759,46.0,31.0,6.0,6.0,17.0,6
POR,OKC,2023-02-10,OKC,L,0.553,0.4,0.935,32.0,29.0,3.0,5.0,20.0,-9,0.566,0.5,0.914,29.0,29.0,9.0,3.0,11.0,9
CLE,CHI,2023-02-11,CLE,W,0.419,0.257,0.842,39.0,26.0,9.0,4.0,13.0,8,0.486,0.238,0.8,44.0,27.0,7.0,3.0,23.0,-8
GSW,LAL,2023-02-11,LAL,L,0.417,0.273,0.917,43.0,31.0,11.0,6.0,16.0,-6,0.449,0.32,0.808,52.0,19.0,4.0,4.0,16.0,6
NYK,UTA,2023-02-11,NYK,W,0.453,0.333,0.737,52.0,18.0,6.0,4.0,6.0,6,0.511,0.281,0.75,38.0,23.0,3.0,7.0,12.0,-6
ATL,SAS,2023-02-11,ATL,W,0.485,0.385,0.789,48.0,29.0,9.0,6.0,10.0,19,0.426,0.297,0.882,49.0,25.0,9.0,5.0,20.0,-19
ORL,MIA,2023-02-11,MIA,L,0.425,0.379,0.783,44.0,22.0,12.0,5.0,18.0,-4,0.435,0.308,0.913,46.0,24.0,7.0,6.0,20.0,4
SAC,DAL,2023-02-11,SAC,W,0.51,0.25,0.92,50.0,22.0,9.0,0.0,7.0,5,0.516,0.392,0.737,43.0,27.0,4.0,4.0,16.0,-5
BKN,PHI,2023-02-11,PHI,L,0.402,0.325,0.846,42.0,23.0,7.0,6.0,9.0,-3,0.44,0.261,0.967,41.0,17.0,4.0,3.0,12.0,3
CHA,DEN,2023-02-11,DEN,L,0.471,0.25,0.586,37.0,25.0,11.0,8.0,14.0,-14,0.505,0.217,0.824,51.0,35.0,7.0,5.0,14.0,14
WAS,IND,2023-02-11,WAS,W,0.64,0.462,0.864,40.0,32.0,5.0,7.0,18.0,14,0.453,0.35,0.765,33.0,27.0,8.0,3.0,8.0,-14
TOR,DET,2023-02-12,TOR,W,0.483,0.367,0.667,40.0,21.0,5.0,8.0,8.0,1,0.506,0.382,0.781,32.0,25.0,3.0,4.0,18.0,-1
BOS,MEM,2023-02-12,BOS,W,0.443,0.412,0.769,55.0,28.0,5.0,3.0,11.0,10,0.5,0.353,0.619,34.0,24.0,4.0,5.0,8.0,-10
PHI,HOU,2023-02-13,PHI,W,0.561,0.441,0.941,38.0,26.0,11.0,7.0,16.0,19,0.407,0.25,0.903,42.0,17.0,10.0,2.0,17.0,-19
IND,UTA,2023-02-13,UTA,L,0.505,0.324,0.7,32.0,30.0,11.0,7.0,11.0,-6,0.506,0.455,0.88,46.0,24.0,5.0,3.0,19.0,6
CHA,ATL,2023-02-13,CHA,W,0.631,0.541,0.783,35.0,36.0,5.0,5.0,17.0,6,0.491,0.393,1.0,42.0,26.0,9.0,4.0,12.0,-6
NYK,BKN,2023-02-13,NYK,W,0.549,0.441,0.731,38.0,18.0,4.0,3.0,8.0,18,0.449,0.414,0.727,39.0,18.0,3.0,3.0,10.0,-18
MIA,DEN,2023-02-13,DEN,L,0.438,0.343,0.9,34.0,25.0,9.0,4.0,9.0,-4,0.579,0.393,0.867,39.0,34.0,3.0,4.0,13.0,4
CLE,SAS,2023-02-13,CLE,W,0.564,0.321,0.8,36.0,21.0,8.0,6.0,14.0,8,0.506,0.381,0.75,35.0,27.0,10.0,1.0,18.0,-8
DAL,MIN,2023-02-13,MIN,L,0.512,0.333,0.759,33.0,21.0,5.0,1.0,11.0,-3,0.578,0.31,0.731,39.0,28.0,8.0,2.0,12.0,3
POR,LAL,2023-02-13,POR,W,0.474,0.489,0.923,42.0,27.0,7.0,9.0,7.0,12,0.442,0.324,0.905,56.0,24.0,6.0,5.0,13.0,-12
GSW,WAS,2023-02-13,GSW,W,0.584,0.5,0.733,34.0,40.0,10.0,0.0,16.0,9,0.6,0.429,0.857,33.0,26.0,10.0,3.0,17.0,-9
CHI,ORL,2023-02-13,ORL,L,0.407,0.143,0.947,44.0,17.0,8.0,3.0,16.0,-9,0.469,0.296,0.842,42.0,24.0,8.0,6.0,18.0,9
OKC,NOP,2023-02-13,NOP,L,0.422,0.273,0.833,43.0,20.0,8.0,3.0,17.0,-3,0.527,0.3,0.889,33.0,19.0,13.0,8.0,19.0,3
PHX,SAC,2023-02-14,PHX,W,0.568,0.318,0.813,37.0,33.0,12.0,4.0,15.0,11,0.446,0.368,0.875,40.0,23.0,8.0,4.0,17.0,-11
MIL,BOS,2023-02-14,MIL,W,0.478,0.429,0.771,52.0,29.0,6.0,3.0,19.0,6,0.465,0.34,0.8,44.0,28.0,8.0,1.0,13.0,-6
POR,WAS,2023-02-14,WAS,L,0.419,0.286,0.708,37.0,20.0,9.0,5.0,12.0,-25,0.57,0.515,0.864,44.0,28.0,5.0,2.0,16.0,25
LAC,GSW,2023-02-14,LAC,W,0.533,0.472,0.864,36.0,33.0,5.0,4.0,8.0,10,0.542,0.441,0.704,36.0,28.0,2.0,1.0,11.0,-10
TOR,ORL,2023-02-14,TOR,W,0.602,0.333,0.75,40.0,31.0,9.0,11.0,20.0,10,0.512,0.419,0.778,29.0,26.0,6.0,2.0,19.0,-10
BOS,DET,2023-02-15,BOS,W,0.533,0.467,0.8,43.0,30.0,10.0,5.0,11.0,18,0.512,0.379,0.75,35.0,24.0,6.0,4.0,14.0,-18
LAL,NOP,2023-02-15,LAL,W,0.53,0.27,0.611,43.0,32.0,5.0,8.0,11.0,18,0.438,0.28,0.708,50.0,24.0,5.0,3.0,15.0,-18
CHA,SAS,2023-02-15,CHA,W,0.448,0.4,0.69,58.0,26.0,8.0,12.0,16.0,10,0.383,0.342,0.75,58.0,24.0,7.0,6.0,15.0,-10
DEN,DAL,2023-02-15,DEN,W,0.571,0.355,0.733,43.0,34.0,7.0,5.0,13.0,9,0.464,0.359,0.85,31.0,25.0,8.0,3.0,12.0,-9
OKC,HOU,2023-02-15,OKC,W,0.483,0.265,0.851,49.0,21.0,8.0,4.0,11.0,37,0.337,0.27,0.684,47.0,20.0,5.0,7.0,18.0,-37
IND,CHI,2023-02-15,IND,W,0.476,0.419,0.955,41.0,27.0,6.0,5.0,19.0,4,0.488,0.429,0.762,38.0,23.0,10.0,6.0,14.0,-4
MEM,UTA,2023-02-15,MEM,W,0.402,0.35,0.68,46.0,24.0,13.0,9.0,4.0,6,0.462,0.333,0.789,61.0,24.0,2.0,8.0,24.0,-6
PHI,CLE,2023-02-15,PHI,W,0.5,0.481,0.931,38.0,24.0,7.0,4.0,12.0,6,0.5,0.333,0.8,35.0,23.0,7.0,5.0,8.0,-6
ATL,NYK,2023-02-15,NYK,L,0.412,0.192,0.762,40.0,25.0,6.0,7.0,5.0,-21,0.469,0.326,0.818,55.0,16.0,2.0,4.0,10.0,21
BKN,MIA,2023-02-15,BKN,W,0.532,0.436,0.85,36.0,26.0,3.0,5.0,11.0,11,0.458,0.286,0.724,41.0,19.0,4.0,3.0,8.0,-11
MIN,WAS,2023-02-16,WAS,L,0.411,0.276,0.909,53.0,21.0,8.0,5.0,18.0,-8,0.453,0.4,0.824,49.0,25.0,13.0,6.0,16.0,8
CHI,MIL,2023-02-16,MIL,L,0.381,0.313,0.762,51.0,19.0,4.0,2.0,6.0,-12,0.455,0.383,0.778,52.0,24.0,4.0,7.0,9.0,12
PHX,LAC,2023-02-16,LAC,L,0.472,0.355,0.75,38.0,30.0,10.0,2.0,14.0,-9,0.488,0.324,0.926,43.0,29.0,8.0,2.0,14.0,9
LBN,GNS,2023-02-19,GNS,L,0.598,0.283,0.7554175852222877,45.0,49.0,7.0,2.0,10.0,-9,0.618,0.439,0.75,46.0,43.0,8.0,1.0,12.0,9
LBN,GNS,2023-02-19,GNS,L,0.598,0.283,0.7554175852222877,45.0,49.0,7.0,2.0,10.0,-9,0.618,0.439,0.75,46.0,43.0,8.0,1.0,12.0,9
TOR,NOP,2023-02-23,TOR,W,0.467,0.29,0.8,48.0,17.0,10.0,5.0,12.0,5,0.464,0.433,0.76,43.0,23.0,6.0,2.0,13.0,-5
UTA,OKC,2023-02-23,UTA,W,0.42,0.271,0.852,58.0,26.0,8.0,10.0,22.0,1,0.402,0.216,0.778,54.0,23.0,8.0,3.0,11.0,-1
PHI,MEM,2023-02-23,PHI,W,0.405,0.361,0.806,43.0,25.0,3.0,10.0,12.0,5,0.391,0.219,0.833,49.0,22.0,5.0,7.0,11.0,-5
ORL,DET,2023-02-23,ORL,W,0.411,0.387,0.783,46.0,27.0,7.0,6.0,14.0,2,0.457,0.5,0.789,45.0,22.0,5.0,7.0,21.0,-2
SAC,POR,2023-02-23,SAC,W,0.553,0.412,0.806,49.0,27.0,9.0,4.0,18.0,17,0.462,0.421,0.824,33.0,26.0,12.0,3.0,13.0,-17
LAL,GSW,2023-02-23,LAL,W,0.488,0.533,0.706,58.0,30.0,8.0,3.0,16.0,13,0.381,0.286,0.81,48.0,24.0,10.0,3.0,10.0,-13
IND,BOS,2023-02-23,BOS,L,0.521,0.449,0.818,37.0,33.0,10.0,5.0,15.0,-4,0.515,0.462,0.846,51.0,31.0,7.0,6.0,15.0,4
CLE,DEN,2023-02-23,DEN,L,0.478,0.231,0.85,41.0,24.0,10.0,2.0,11.0,-6,0.464,0.472,0.87,47.0,30.0,7.0,4.0,16.0,6
DAL,SAS,2023-02-23,DAL,W,0.561,0.524,0.778,36.0,27.0,10.0,5.0,7.0,26,0.523,0.4,0.696,45.0,30.0,4.0,1.0,17.0,-26
MIL,MIA,2023-02-24,MIL,W,0.48,0.413,0.789,57.0,27.0,6.0,1.0,12.0,29,0.391,0.225,0.72,45.0,21.0,5.0,5.0,10.0,-29
ATL,CLE,2023-02-24,ATL,W,0.588,0.536,0.913,42.0,28.0,7.0,8.0,14.0,17,0.455,0.371,0.897,35.0,20.0,9.0,6.0,11.0,-17
WAS,NYK,2023-02-24,NYK,L,0.494,0.432,1.0,34.0,25.0,6.0,6.0,19.0,-6,0.489,0.414,0.813,43.0,21.0,9.0,2.0,12.0,6
CHI,BKN,2023-02-24,CHI,W,0.568,0.462,0.679,57.0,25.0,6.0,4.0,11.0,44,0.37,0.273,0.789,31.0,21.0,6.0,3.0,14.0,-44
GSW,HOU,2023-02-24,GSW,W,0.474,0.481,0.889,47.0,27.0,3.0,3.0,19.0,15,0.391,0.314,0.818,44.0,23.0,12.0,3.0,7.0,-15
LAC,SAC,2023-02-24,SAC,L,0.602,0.578,0.861,42.0,39.0,8.0,3.0,25.0,-1,0.586,0.439,0.8,43.0,33.0,18.0,3.0,15.0,1
MIN,CHA,2023-02-24,CHA,L,0.495,0.333,0.625,45.0,25.0,6.0,11.0,16.0,-8,0.467,0.357,0.893,52.0,25.0,10.0,4.0,11.0,8
PHX,OKC,2023-02-24,PHX,W,0.467,0.368,0.813,54.0,23.0,5.0,5.0,11.0,9,0.432,0.395,0.75,47.0,27.0,5.0,2.0,9.0,-9
CHA,MIA,2023-02-25,CHA,W,0.432,0.323,0.815,48.0,20.0,10.0,2.0,15.0,5,0.4,0.306,0.824,42.0,24.0,7.0,3.0,18.0,-5
ORL,IND,2023-02-25,IND,L,0.389,0.207,0.842,55.0,16.0,4.0,8.0,14.0,-13,0.485,0.375,0.714,45.0,35.0,9.0,8.0,10.0,13
NYK,NOP,2023-02-25,NYK,W,0.511,0.396,0.826,54.0,24.0,1.0,7.0,19.0,22,0.392,0.211,0.857,39.0,25.0,11.0,0.0,7.0,-22
DET,TOR,2023-02-25,TOR,L,0.404,0.25,0.643,62.0,26.0,4.0,5.0,16.0,-4,0.375,0.269,0.647,46.0,22.0,9.0,5.0,8.0,4
UTA,SAS,2023-02-25,UTA,W,0.467,0.357,0.786,56.0,29.0,5.0,11.0,16.0,16,0.392,0.265,0.81,41.0,21.0,5.0,6.0,10.0,-16
PHI,BOS,2023-02-25,BOS,L,0.449,0.333,0.8,42.0,19.0,8.0,3.0,10.0,-3,0.5,0.444,0.667,44.0,20.0,6.0,4.0,13.0,3
MEM,DEN,2023-02-25,MEM,W,0.474,0.341,0.875,50.0,25.0,10.0,3.0,12.0,18,0.404,0.297,0.786,48.0,22.0,4.0,4.0,15.0,-18
OKC,SAC,2023-02-26,SAC,L,0.477,0.4,0.739,37.0,24.0,10.0,0.0,14.0,-9,0.529,0.419,0.667,48.0,32.0,7.0,1.0,20.0,9
DEN,LAC,2023-02-26,DEN,W,0.51,0.333,0.742,50.0,35.0,10.0,3.0,16.0,10,0.489,0.324,0.833,38.0,24.0,11.0,5.0,13.0,-10
POR,HOU,2023-02-26,POR,W,0.545,0.513,0.771,37.0,20.0,7.0,7.0,14.0,17,0.45,0.269,0.68,48.0,24.0,7.0,2.0,14.0,-17
GSW,MIN,2023-02-26,GSW,W,0.429,0.357,0.727,56.0,23.0,11.0,5.0,18.0,5,0.422,0.378,0.524,43.0,26.0,11.0,8.0,16.0,-5
MIL,PHX,2023-02-26,MIL,W,0.437,0.289,0.714,45.0,15.0,4.0,7.0,12.0,3,0.421,0.333,0.591,55.0,21.0,4.0,5.0,12.0,-3
CLE,TOR,2023-02-26,CLE,W,0.524,0.5,0.857,45.0,31.0,7.0,5.0,14.0,25,0.387,0.36,0.8,43.0,19.0,4.0,4.0,14.0,-25
